id,title,format,medium,notes,source,catalogueId,catalogueCallNumber,catalogueName,artistId,originalArtistId,artistFirstName,artistLastName,originalArtistLastName,artistGender,artistThumbnailFile,exhibitionId,exhibitionName,exhibitionPlace,exhibitionYear,originalExhibitionYear,mediumFormat,originalMediumFormat,price
8102,"Buffalo Mountains, from Myrtleford",Painting,,Artist's name on painting noted as Mrs Geo Parsons.  For Sale Â£5.5.0.,"McCulloch, Encyclopedia of Australian Art, 1994",29,ML 706/20,"Catalogue of exhibits in the Third Annual Exhibition of the Royal Art Society of New South Wales, 1883",454,454,Elizabeth,Parsons,Parsons,female,454.jpg,9,"Royal Art Society of New South Wales Annual Exhibition. 3rd, 1883",,1883,1883,Painting,Painting,5.25
4571,Buffalo Rangers,Painting,Oil,,"Dictionary of Australian Artists, 1992",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",518,518,Isaac,Whitehead,Whitehead,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Oil Painting,Oil Painting,
4230,"Buffalo Rangers [sic] from Myrtleford, Victoria",Painting,,,"Dictionary of Australian Artists, 1992",81,ML Ref. PXn 892,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",2081,2081,Ebenezer Wake,Cook,Cook,male,,61,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",,1873,1873,Painting,Painting,
1033,Buffalo Ranges,Painting,Oil,See Reports and Awards of the Jurors p 347,"Dictionary of Australian Artists, 1992",10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2036,2036,Nicholas,Chevalier,Chevalier,male,2036.jpg,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67","Melbourne, Victoria",1866,1866-67,Oil Painting,Oil Painting,
3235,Buffalo Ranges,Painting,Oil,,"Dictionary of Australian Artists, 1992",31,ML 708.29/V,"Catalogue of the first Exhibition of the Victorian Academy of Arts, 1870",1212,1212,John Black,Henderson,Henderson,male,,31,"Exhibition of the Victorian Academy of Arts, 1870",,1870,1870,Oil Painting,Oil Painting,
3361,Buffalo Ranges,Painting,,,"Dictionary of Australian Artists, 1992",31,ML 708.29/V,"Catalogue of the first Exhibition of the Victorian Academy of Arts, 1870",518,518,Isaac,Whitehead,Whitehead,male,,31,"Exhibition of the Victorian Academy of Arts, 1870",,1870,1870,Painting,Painting,
2035,"Buffalo Ranges, Winter",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",23,ML 706/V,"Catalogue of the first exhibition of the Victorian Society of Fine Arts, 1857",2579,2579,J,Murphy,Murphy,male,,35,"Exhibition of the Victorian Society of Fine Arts, 1857",,1857,1857,Watercolour Painting,Watercolour Painting,
10572,"Buila, a South Sea Islander",Painting,Watercolour,For sale: Â£15.15.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",712,712,Joseph Arthur,Bennett,Bennett,male,712.jpg,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,15.75
16836,Building Collins Street East,Architectural Drawing,,,Australian Dictionary of Biography,84,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",1839,1839,Nahum,Barnet,Barnet,male,,58,"Victorian Artists Society, Melbourne","Architect, Collins St., Melbourne",1889,1889,Architectural Drawing,Architectural Drawing,
12278,"Building Wharf, Pyrmont",Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2862,2862,Charles E S,Tindall,Tindall,male,,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Watercolour Painting,Watercolour Painting,5.25
17036,"Building, Elizabeth Street",Drawing,,"mentioned in the La trobe Journal Dec.1977 as architects -Percy Dakden, Henry Hardie Kemp",Australian Dictionary of Biography,84,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2109,2109,,Dakden,Dakden,,,58,"Victorian Artists Society, Melbourne","2  St. James Buildings, William St. Melbourne",1889,1889,Drawing,Drawing,
1729,Buildings in Melbourne and its Suburbs,Photograph,,,"Mechanical Eye in Australia, photography",19,ML 606/V,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]. Catalogue",2097,2097,,Cox and Luckin,Cox and Luckin,,,60,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]","Bourke Street, Melbourne",1861,1861,Photograph,Photograph,
1731,"Buildings in Melbourne and its Suburbs, and Portraits",Photograph,,,"Mechanical Eye in Australia, photography",19,ML 606/V,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]. Catalogue",2943,2943,,William Davies and Co.,William Davies and Co.,,,60,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]","Bourke Street, Melbourne",1861,1861,Photograph,Photograph,
6076,Buildings of Sydney ( boxes),Photograph,,The 64 photographs are itemized in the Catalogue,"Mechanical Eye in Australia, photography",44,ML 042/P408,"Official catalogue of the natural and industrial products of NSW forwarded to the Paris Universal Exhibition of 1878, Sydney, 1878",439,439,Thomas E,Richards,Richards,male,,83,"Paris Universal Exhibition, 1878","Government Printer, Sydney",1878,1878,Photograph,Photograph,
3394,"Buildings, corner of Pitt and Spring Street [Sydney]",Photograph,,,None given,15,ML 606.4/17A1,Catalogue of exhibits in the New South Wales Annexe of the London Exhibition 1871.,2912,,,Unknown,,,,25,London Exhibition of 1871. New South Wales Annexe,Colonial Architect,1871,1871,Photograph,Photograph,
3395,"Buildings, New Pitt and Spring Streets [Sydney]",Photograph,,,None given,15,ML 606.4/17A1,Catalogue of exhibits in the New South Wales Annexe of the London Exhibition 1871.,2912,,,Unknown,,,,25,London Exhibition of 1871. New South Wales Annexe,Colonial Architect,1871,1871,Photograph,Photograph,
9876,Bulbul in Winter Quarters,Painting,Watercolour,For sale: Â£3.3.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2062,2062,Alfred R,Coffey,Coffey,male,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Watercolour Painting,Watercolour Painting,3.15
2092,Bull and Cow,Painting,Oil,For sale: Â£20.0.0,"Dictionary of Australian Artists, 1992",23,ML 706/V,"Catalogue of the first exhibition of the Victorian Society of Fine Arts, 1857",1786,1786,D,Wilkinson,Wilkinson,,,35,"Exhibition of the Victorian Society of Fine Arts, 1857",,1857,1857,Oil Painting,Oil Painting,20
592,Bull Terrier on Watch,Painting,,,None given,3,FM 4/9612 ; Z706/S,"Catalogue of exhibits in the third exhibition of the Society for the Promotion of the Fine Arts in Australia,1857",2912,,,Unknown,,,,50,"Fine Art Exhibition at the Mechanics' School of Arts, Sydney; held January 1857",,1857,1857,Painting,Painting,
4883,Bullancrook Falls,Painting,Watercolour,,Indexer's Authority File,38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",314,314,S Pearce,Fuller,Fuller,,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",,1875,1875,Watercolour Painting,Watercolour Painting,
8019,Bulli Beach,Painting,,For sale: Â£12.12.0,"Dictionary of Australian Artists, 1992",29,ML 706/20,"Catalogue of exhibits in the Third Annual Exhibition of the Royal Art Society of New South Wales, 1883",1243,1243,John Barr Clarke,Hoyte,Hoyte,male,,9,"Royal Art Society of New South Wales Annual Exhibition. 3rd, 1883",,1883,1883,Painting,Painting,12.6
14593,Bulli Pass,Painting,Oil,,"Dictionary of Australian Artists, 1992",87,ML 606N,"Catalogue of  the New South Wales Court of the International Exhibition, Melbourne,1880",1999,1999,James Howe,Carse,Carse,male,,43,"International Exhibition Melbourne, 1880. New South Wales Court","348 George Street, Sydney",1880,1880,Oil Painting,Oil Painting,
6802,Bulli Pass,Painting,Oil,For sale: Â£12.0.0,"Dictionary of Australian Artists, 1992",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",1999,1999,James Howe,Carse,Carse,male,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,12
15216,"Bulli Pass and Kiama in the distance, N.S.W.",Painting,Oil,,"McCulloch, Encyclopedia of Australian Art, 1994",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1999,1999,James Howe,Carse,Carse,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Circular Quay, Sydney, New South Wales",1893,1893,Oil Painting,Oil Painting,
4256,"Bulli Pass Road, N.S.W.",Painting,,,"McCulloch, Encyclopedia of Australian Art, 1994",81,ML Ref. PXn 892,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",2350,2350,Charles Edward,Hern,Hern,male,,61,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",,1873,1873,Painting,Painting,
15217,"Bulli Pass, N.S.W.",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1999,1999,James Howe,Carse,Carse,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Circular Quay, Sydney, New South Wales",1893,1893,Watercolour Painting,Watercolour Painting,
6805,"Bulli, from Mount Pleasant",Painting,Oil,For sale: Â£12.0.0,"Dictionary of Australian Artists, 1992",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",1999,1999,James Howe,Carse,Carse,male,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,12
14594,"Bulli, from Mount Pleasant",Painting,Oil,,"Dictionary of Australian Artists, 1992",87,ML 606N,"Catalogue of  the New South Wales Court of the International Exhibition, Melbourne,1880",1999,1999,James Howe,Carse,Carse,male,,43,"International Exhibition Melbourne, 1880. New South Wales Court","348 George Street, Sydney",1880,1880,Oil Painting,Oil Painting,
14965,Bullock Team,Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1364,1364,Francis Prout,Mahony,Mahony,male,1364.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
15687,"Bullock Teams, Adaminaby Plains, Monaro, on the road to Kiandra and the Snowy Mountains.",Photograph,,Large photograph prepared by C Kerry.,"Mechanical Eye in Australia, photography",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2444,2444,Charles H,Kerry,Kerry,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Photograph,Photograph,
10325,Bullrushes,Painting,Watercolour,Â£5.5.0,ANG authority file,57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",1208,1208,Effie M,Hawley,Hawley,female,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,5.25
17779,Bull's Head,Drawing,Crayon,,"Dictionary of Australian Artists, 1992",131,Q 87/110,"New South Wales Academy of Art, catalogue of colonial works of art exhibited at the Chamber of Commerce, 1872",2687,2687,Victor Albert,Prout,Prout,male,,48,New South Wales Academy of Art,New South Wales,1872,1872,Crayon Drawing,Crayon Drawing,
4102,Bull's Head,Drawing,Crayon,,"Dictionary of Australian Artists, 1992",17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",2687,2687,Victor Albert,Prout,Prout,male,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Crayon Drawing,Crayon Drawing,
17778,Bull's Head,Drawing,Crayon,,"Dictionary of Australian Artists, 1992",131,Q 87/110,"New South Wales Academy of Art, catalogue of colonial works of art exhibited at the Chamber of Commerce, 1872",2687,2687,Victor Albert,Prout,Prout,male,,48,New South Wales Academy of Art,New South Wales,1872,1872,Crayon Drawing,Crayon Drawing,
14565,Bunch of Flowers,Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",1880,1880,Robert,Anderson,Anderson,male,,2,"Centennial International Exhibition, Melbourne, 1888-89",,1888,1888-89,Watercolour Painting,Watercolour Painting,
17694,Bunch of Flowers,Painting,Watercolour,An amateur.,Indexer's Authority File,131,Q 87/110,"New South Wales Academy of Art, catalogue of colonial works of art exhibited at the Chamber of Commerce, 1872",2495,2495,Mrs E.F.,Mackay,Mackay,female,,48,New South Wales Academy of Art,New South Wales,1872,1872,Watercolour Painting,Watercolour Painting,
6743,Bunch of Flowers and Vase,Printing,,,Indexer's Authority File,59,ML 042/P25,"Official catalogue of exhibits in the NSW Court at the Sydney International Exhibition, 1879, Sydney",740,740,William,Hogarth,Hogarth,male,,81,"Sydney International Exhibition, 1879-80, New South Wales Court","14 Bank Street, Chippendale",1879,1879-80,Printing,Printing,
7027,Bunnyip: A thing out of the Common Field of Mars,Painting,,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",7,ML 706/20,"Catalogue of exhibits in the 2nd Annual Exhibition of the Art Society of New South Wales, 1881",2069,2069,Arthur,Collingridge de Tourcey,Collingridge de Tourcey,male,2069.jpg,36,"Royal Art Society of New South Wales, 2nd, Annual Exhibition, 1881",,1881,1881,Painting,Painting,10.5
9897,"Bunton Crossland's Old Home, Berowra",Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2070,2070,George Alphonse,Collingridge de Tourcey,Collingridge de Tourcey,male,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Watercolour Painting,Watercolour Painting,5.25
4559,Bunyan in Prison,Painting,Oil,"[Copy of painting in National Gallery of Victoria by Folingsby].  [Copied by] Mr Usher, student of Eugene von Guerard, Master in Painting.",Indexer's Authority File,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",143,143,William Henry,Usher,Usher,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Oil Painting,Oil Painting,
17949,"Burial Ground, Spring Bay",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",92,ML 708.9/A,"Art-Treasures Exhibition held in the Legislative Chamber, Hobart Town. Catalogue",1871,1871,Curzon,Allport,Allport,male,,69,"Art-Treasures Exhibition held in the Legislative Chamber, Hobart Town",,1858,1858,Watercolour Painting,Watercolour Painting,
2745,Burial of Christ,Autotypography,,Printer - maybe Australian,None given,14,ML 630.6/R,"Catalogue of the Agricultural Society of N.S.W. Exhibition, 1870",1907,1907,F,Barracci,Barracci,,,7,"Agricultural Society of N.S.W. Exhibition, 1870",,1870,1870,Autotypography,Autotypography,
3770,Burial of Christ,Painting,Oil,"Price, 30 guineas",Indexer's Authority File,16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",151,151,None,Holst van,Holst van,,,22,Agricultural Society of New South Wales Exhibition,410 George-street [Sydney],1873,1873,Oil Painting,Oil Painting,
1226,Burke and King taking Farewell of Wills.,Painting,Oil,,None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2376,2376,Henricus (Henry) Leonardus van den,Houten,Houten,male,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",,1866,1866-67,Oil Painting,Oil Painting,
1764,Burke and Wills,Medallion,Wax,Theresa Chauncy married (1) Lieutenant John Walker and (2) Professor George Herbert Poole,"Dictionary of Australian Artists, 1992",19,ML 606/V,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]. Catalogue",2893,2893,Theresa Susannah Eunice Snell,Walker,Walker,female,,60,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]","Williamstown, Victoria",1861,1861,Wax Medallion,Wax Medallion,
1439,"Burke and Wills at Cooper's Creek, unfinished",Painting,Oil,,"Dictionary of Australian Artists, 1992",10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",1549,1549,John Thomas,Richardson,Richardson,male,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",,1866,1866-67,Oil Painting,Oil Painting,
1200,Burke and Wils's Monument Carved with a penknife,Carving,Wood,,None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2335,2335,Charles,Harwell,Harwell,male,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",Inglewood [Vic],1866,1866-67,Wood Carving,Wood Carving,
1227,"Burke, Wills and King at Cooper's Creek",Painting,Oil,,None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2376,2376,Henricus (Henry) Leonardus van den,Houten,Houten,male,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",,1866,1866-67,Oil Painting,Oil Painting,
7149,Burning of St. Mary's Cathedral,Painting,Watercolour,,"Dictionary of Australian Artists, 1992",7,ML 706/20,"Catalogue of exhibits in the 2nd Annual Exhibition of the Art Society of New South Wales, 1881",2791,2791,John,Smedley,Smedley,male,,36,"Royal Art Society of New South Wales, 2nd, Annual Exhibition, 1881",,1881,1881,Watercolour Painting,Watercolour Painting,
493,"Burning of the Albion Mills, Sydney",Painting,,,"Dictionary of Australian Artists, 1992",2,FM 4/9612 ; Z706/S,"Catalogue of exhibits in the second exhibition of the Society for the Promotion of the Fine Arts in Australia, 1849",1523,1523,John Skinner,Prout,Prout,male,1523.jpg,14,"Society for the Promotion of the Fine Arts in Australia. Second Exhibition, 1849",,1849,1849,Painting,Painting,
18157,Burning off,Painting,Oil,For sale: 1 guinea,"McCulloch, Encyclopedia of Australian Art, 1994",99,ML 708.9/M,,2079,2079,Charles Edward,Conder,Conder,male,2079.jpg,42,"9 by 5 Impression Exhibition, Melbourne",,1889,1889,Oil Painting,Oil Painting,
5850,Burns' Inauguration,Photograph,,,Indexer's Authority File,43,ML 606/N,"Catalogue of the Intercolonial Exhibition, 1877. Brisbane, n.d.",2912,,,Unknown,,,,34,"Intercolonial Exhibition, Brisbane, 1877","Melbourne, Victoria",1877,1877,Photograph,Photograph,
10710,Burragorang,Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2198,2198,Gerald,Fitzgerald,Fitzgerald,male,2198.jpg,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,5.25
6804,"Burragorang Valley, looking North",Painting,Oil,For sale: Â£7.7.0,"Dictionary of Australian Artists, 1992",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",1999,1999,James Howe,Carse,Carse,male,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,7.35
6803,"Burragorang, looking South",Painting,Oil,For sale: Â£7.7.0,"Dictionary of Australian Artists, 1992",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",1999,1999,James Howe,Carse,Carse,male,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,7.35
11100,Burrawang Mountains,Painting,Watercolour,For sale: Â£5.5.0,Indexer's Authority File,61,ML FM4/8446,"Catalogue of exhibits in the Seventeenth Annual Exhibition of the Royal Art Society of New South Wales, 1896",662,662,Miss Una Stella H,Russell,Russell,female,,27,"Royal Art Society of New South Wales Annual Exhibition. 17th, 1895",,1896,1896,Watercolour Painting,Watercolour Painting,5.25
15209,Burwood Real Estate Map,Map,,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2912,,,Unknown,,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","62 Elizabeth street,Sydney",1893,1893,Map,Map,
15035,Bush at Rosedale,Painting,,,"McCulloch, Encyclopedia of Australian Art, 1994",105,DL 86/748 Pam,"Annual Exhibition of Fine Arts, Melbourne, 1864. Catalogue",2036,2036,Nicholas,Chevalier,Chevalier,male,2036.jpg,52,"Annual Exhibition of Fine Arts, Melbourne, 1864",53 Spring Street,1864,1864,Painting,Painting,
8736,Bush Bank Fall,Painting,,For sale: Â£3.3.0,Indexer's Authority File,34,ML 706/20,"Catalogue of exhibits in the Seventh Annual Exhibition of the Royal Art Society of New South Wales, 1886",139,139,William,Lovegrove,Lovegrove,male,,19,"Royal Art Society of New South Wales Annual Exhibition. 7th, 1886",,1886,1886,Painting,Painting,3.15
14504,Bush Beaties,Painting,Oil,,"Dictionary of Australian Artists, 1992",83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",609,609,Louis,Bilton,Bilton,male,,2,"Centennial International Exhibition, Melbourne, 1888-89",,1888,1888-89,Oil Painting,Oil Painting,
16407,Bush Beauties,Painting,Oil,For sale: Â£10.10.0,"Dictionary of Australian Artists, 1992",144,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2824,2824,Arthur Ernest,Streeton,Streeton,male,2824.jpg,53,"Victorian Artists Society, Melbourne, 1890","Gordon Chambers, Flindrs Lane, Melbourne",1890,1890,Oil Painting,Oil Painting,10.5
9223,"Bush Beauties, from Nature",Medallion,,For sale: Â£26.5.0,Indexer's Authority File,42,ML 706/20,"Catalogue of exhibits in the Eighth Annual Exhibition of the Royal Art Society of New South Wales, 1887, Sydney",609,609,Louis,Bilton,Bilton,male,,38,"Royal Art Society of New South Wales Annual Exhibition. 8th, 1887",,1887,1887,Medallion,Medallion,26.25
9544,Bush Clearing,Painting,Oil,For sale: Â£52.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",712,712,Joseph Arthur,Bennett,Bennett,male,712.jpg,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Oil Painting,Oil Painting,52.5
9125,Bush Climbers,Painting,,For sale: Â£6.6.0,"Dictionary of Australian Artists, 1992",37,ML 706/20,"Catalogue of exhibits in the Sixth Annual Exhibition of the Royal Art Society of New South Wales, 1885",619,619,Harriet Victoria,Piguenit,Piguenit,female,,17,"Royal Art Society of New South Wales Annual Exhibition. 6th, 1885",,1885,1885,Painting,Painting,6.3
6936,"Bush Climbers, N.S.W.",Painting,Oil,For sale: Â£10.10.0,"Dictionary of Australian Artists, 1992",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",619,619,Harriet Victoria,Piguenit,Piguenit,female,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,10.5
15218,Bush Fire,Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1999,1999,James Howe,Carse,Carse,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Circular Quay, Sydney, New South Wales",1893,1893,Watercolour Painting,Watercolour Painting,
11600,Bush Fire,Painting,Oil,For sale: Â£21.10.0,Indexer's Authority File,65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",702,702,William A,Moir,Moir,male,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Oil Painting,Oil Painting,21.5
7632,Bush Flowers,Painting,,,Indexer's Authority File,28,ML 706/20,"Catalogue of exhibits in the Fifth Annual Exhibition of the Royal Art Society of New South Wales, 1884",2912,,,Unknown,,,,10,"Royal Art Society of New South Wales Annual Exhibition. 5th, 1884",,1884,1884,Painting,Painting,
9519,Bush Flowers,Painting,Oil,Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",63,ML 706/20,"Catalogue of exhibits in the Ninth Annual Exhibition of the Royal Art Society of New South Wales, 1888, Sydney",2732,2732,H Constance,Roth,Roth,,,49,"Royal Art Society of New South Wales Annual Exhibition. 9th, 1888",,1888,1888,Oil Painting,Oil Painting,10.5
756,Bush Funeral,Painting,Oil,,"Dictionary of Australian Artists, 1992",4,DRR 85/642,"Catalogue of the natural and industrial products of New South Wales exhibited â€¦ preparatory to the Paris Universal Exhibition of 1855, Sydney, November 1854",2052,2052,Marshall,Claxton,Claxton,male,,71,"Exhibition of the Natural and Industrial Products of New South Wales Preparatory to the Paris Universal Exhibition (1855), Sydney, 1854",,1854,1854,Oil Painting,Oil Painting,
8074,Bush Home,Painting,,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",29,ML 706/20,"Catalogue of exhibits in the Third Annual Exhibition of the Royal Art Society of New South Wales, 1883",1385,1385,James,Mather,Mather,male,,9,"Royal Art Society of New South Wales Annual Exhibition. 3rd, 1883",,1883,1883,Painting,Painting,5.25
15790,Bush Hotel - Sunday Afternoon,Photograph,,,"Mechanical Eye in Australia, photography",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2531,2531,John,McFadyen,McFadyen,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Haydonton, Murrurundi",1893,1893,Photograph,Photograph,
8744,Bush Hut,Painting,,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",34,ML 706/20,"Catalogue of exhibits in the Seventh Annual Exhibition of the Royal Art Society of New South Wales, 1886",1385,1385,James,Mather,Mather,male,,19,"Royal Art Society of New South Wales Annual Exhibition. 7th, 1886",,1886,1886,Painting,Painting,5.25
17392,"Bush Hut, Beechworth",Painting,Watercolour,For sale: 6 guineas,"Peers, More than just gumtrees",146,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",1084,1084,Jessie Laver,Evans,Evans,,,30,"Victorian Artists Society, Melbourne, 1893","Denby Road, Brighton Beach",1893,1893,Watercolour Painting,Watercolour Painting,
14553,"Bush in the Waikato, New Zealand",Drawing,Charcoal,,"McCulloch, Encyclopedia of Australian Art, 1994",83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",1412,1412,Eliezer Levi,Montefiore,Montefiore,male,,2,"Centennial International Exhibition, Melbourne, 1888-89",,1888,1888-89,Charcoal Drawing,Charcoal Drawing,
8474,Bush Landscape,Painting,Oil,,ANG authority file,33,ML 708.29/V,"Catalogue of the 17th Exhibition of the Victorian Academy of Arts, 1887",1157,1157,Miss E,Govett,Govett,female,,40,"Victorian Academy of Arts, no. 17, 1887",,1887,1887,Oil Painting,Oil Painting,
