id,title,format,medium,notes,source,catalogueId,catalogueCallNumber,catalogueName,artistId,originalArtistId,artistFirstName,artistLastName,originalArtistLastName,artistGender,artistThumbnailFile,exhibitionId,exhibitionName,exhibitionPlace,exhibitionYear,originalExhibitionYear,mediumFormat,originalMediumFormat,price
16939,""" A Rose embowered in its own green leaves""  Shelley",Painting,Oil,For sale: Â£8.8.0,"Dictionary of Australian Artists, 1992",84,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2240,2240,Florence Ada,Fuller,Fuller,female,2240.jpg,58,"Victorian Artists Society, Melbourne","Planet Chambers, Collins Street East, Melbourne",1889,1889,Oil Painting,Oil Painting,8.4
10311,""" And all was Silence, Save the Seabirds' Cry""",Painting,Watercolour,Â£52.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2318,2318,Albert J,Hanson,Hanson,male,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,52.5
14760,""" How happy could I be with either""",Painting,Oil,,"Dictionary of Australian Artists, 1992",82,DL 86/746 Pam,"Victorian Exhibition of Fine Arts, 1861. Catalogue",101,101,Frederick William,Woodhouse,Woodhouse,male,,59,"Victorian Exhibition of Fine Arts, 1861",,1861,1861,Oil Painting,Oil Painting,
10683,""" 'Spect I growed""",Painting,Oil,For sale: Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2106,2106,Edith E.,Cusack,Cusack,female,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Oil Painting,Oil Painting,21
11899,""" The Hillside""",Painting,Oil,Â£52.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",66,ML FM4/8446,"Catalogue of exhibits in the Twentieth Annual Exhibition of the Royal Art Society of New South Wales, 1899, Sydney",1364,1364,Francis Prout,Mahony,Mahony,male,1364.jpg,20,"Royal Art Society of New South Wales Annual Exhibition. 20th, 1899",,1899,1899,Oil Painting,Oil Painting,52
16044,""" The Press of Sydney Past and present"" being two large pen and ink sketches, one giving fac-simile of the headligs of all newspapers ever published in Sydney from 1803 to 1888, and the second giving similar representattions of the existing Press of Sydne",Black and white art,,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2912,2912,,Unknown,Unknown,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","King Street, Sydney",1893,1893,Black and white art,Black and white art,
11920,""" The Spirit of True Love Leadeth Upwards""",Painting,Oil,Â£105.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",66,ML FM4/8446,"Catalogue of exhibits in the Twentieth Annual Exhibition of the Royal Art Society of New South Wales, 1899, Sydney",1420,1420,Horace Millichamp,Moore-Jones,Moore-Jones,male,,20,"Royal Art Society of New South Wales Annual Exhibition. 20th, 1899",,1899,1899,Oil Painting,Oil Painting,105
16393,""" The Stockrider's Return""  Coloured supplement to the Sydney Mail, Christmas,1892.  Drawn by Percy Spence,Sydney and printed by Messrs Turner and Henderson, Sydney.",Newspaper,,"Proprietors of the ""Sydney Morning Herald,"" ""The Sydney Mail,"" and ""The Echo"".",None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2810,2810,Percy Frederick Seaton,Spence,Spence,male,2810.jpg,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Pitt and Hunter Streets, Sydney",1893,1893,Newspaper,Newspaper,
4408,"""A ""First Rate"" taking in Stores"", from a woodcut after J.M.W. Turner",Painting,Watercolour,,ANG authority file,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",1064,1064,D R,Drape,Drape,,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Watercolour Painting,Watercolour Painting,
10394,"""A Coast all cliff and deep in-running cave""",Painting,Watercolour,Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",1385,1385,James,Mather,Mather,male,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,21
12075,"""A Gallant of England""",Painting,Oil,For sale: Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2091,2091,Gordon,Coutts,Coutts,male,,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Oil Painting,Oil Painting,21
10660,"""A Green and silent spot amid the hills""",Painting,Watercolour,For sale: Â£3.3.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2098,2098,Helen G,Creagh,Creagh,female,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,3.15
9345,"""A midnight vigil holds the swarthy bat""",Painting,Oil,For Sale4 Â£8.8.0.     Work said to be by Mme. F Roth.,"McCulloch, Encyclopedia of Australian Art, 1994",42,ML 706/20,"Catalogue of exhibits in the Eighth Annual Exhibition of the Royal Art Society of New South Wales, 1887, Sydney",2732,2732,H Constance,Roth,Roth,,,38,"Royal Art Society of New South Wales Annual Exhibition. 8th, 1887",,1887,1887,Oil Painting,Oil Painting,8.4
10435,"""A place of wind and flowers,/ Full of sweet trees and color [sic] of glad grass""",Painting,Watercolour,For sale: Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2574,2574,Alice E,Morton,Morton,female,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,21
10879,"""A Quartz Blow"", Mount Magnet, Murchison, West Australia",Painting,Watercolour,For sale: Â£10.10.0,Indexer's Authority File,60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",772,772,Charles Herbert,Topham,Topham,male,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,10.5
15970,"""A Quiet Nook"" [near Brisbane]",Painting,Oil,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",757,757,Fanny,Overman,Overman,female,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Willoughby, North Sydney",1893,1893,Oil Painting,Oil Painting,
3652,"""A Rainy Day"", ""A Day's Fishing"", "" Digger's Hut"", "" Cove in Sydney Harbour""",Painting,Watercolour,,Indexer's Authority File,16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",475,475,William F,Bennett,Bennett,male,,22,Agricultural Society of New South Wales Exhibition,,1873,1873,Watercolour Painting,Watercolour Painting,
10413,"""A Son of the Soil""",Painting,Watercolour,For sale: Â£15.15.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2547,2547,Benjamin Edwin,Minns,Minns,male,2547.jpg,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,15.75
4394,"""A Sultry Morning near Nunawading""",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",1033,1033,James,Curtis,Curtis,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Watercolour Painting,Watercolour Painting,
4352,"""A Victorian Township""- (School Dismissed)",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",598,598,Zenobia J,Bowman,Bowman,,,29,"International Exhibition, London 1873. The Victorian Exhibition","42 Russell St, Melb.",1873,1873,Watercolour Painting,Watercolour Painting,
15470,"""Abingdon"", Sandy Bay",Architectural Drawing,,Alan C Walker A.R.I.B.A.,Australian Dictionary of Biography,143,Pam Q708.9946/ART ML 706/A,,2894,2894,Alan Cameron,Walker,Walker,male,,65,"Annual exhibition of the Art Society of Tasmania, 1899","Treasury Chambers, Hobart",1899,1899,Architectural Drawing,Architectural Drawing,
16089,"""Aboriginal Head.""",Painting,Oil,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1835,1835,Tom (Thomas William),Roberts,Roberts,male,1835.jpg,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Sydney, New South Wales",1893,1893,Oil Painting,Oil Painting,
11426,"""Above the gloomy valley flings light""- Huon River, Tas.",Painting,Oil,Â£21.0.0,ANG authority file,65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",905,905,Clement B W,Blackman,Blackman,male,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Oil Painting,Oil Painting,21
11710,"""After Life's Fitful Fever he Sleeps well""",Painting,Oil,For sale: Â£200.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",2912,,,Unknown,,,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Oil Painting,Oil Painting,200
9886,"""Ain't it Sickening?""",Painting,Watercolour,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2069,2069,Arthur,Collingridge de Tourcey,Collingridge de Tourcey,male,2069.jpg,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Watercolour Painting,Watercolour Painting,10.5
15139,"""Albion Mills,1843""",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1523,1523,John Skinner,Prout,Prout,male,1523.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
9926,"""All that Glitters is not Gold""",Sculpture,,For sale: Â£78.15.0,Indexer's Authority File,54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",653,653,Anne,Dobson,Dobson,female,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Sculpture,Sculpture,78.75
12689,"""Ampelographie""",Book,,,Indexer's Authority File,72,ML Ref. 606/S,"Catalogue of the South Australian Court of the Colonial and Indian Exhibition, London, 1886",1534,1534,,Randu,Randu,,,5,"Colonial and Indian Exhibition, London, 1886.",Beaumont. [S. A.],1886,1886,Book,Book,
16508,"""An Australian Language""  Edited by John Fraser, B.A. LL.D.",Book,,,A/F,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1709,1709,L E,Threlkeld,Threlkeld,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Sydney, New South Wales",1893,1893,Book,Book,
10749,"""An Idyll""",Painting,Watercolour,For sale: Â£52.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2318,2318,Albert J,Hanson,Hanson,male,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,52.5
8284,"""And  it came to pass, as He sat at meat with them, He took bread, and blessed it, and brake, and gave to them.  And their eyes were opened, and they knew Him; AND HE VANISHED OUT OF THEIR SIGHT""",Painting,Oil,"Painting title from St. Luke xxiv, 30,31","Dictionary of Australian Artists, 1992",32,ML 708.29/V,"Catalogue of the 14th Exhibition of the Victorian Academy of Arts, 1884",1068,1068,Chester,Earles,Earles,male,,46,"Victorian Academy of Arts, no. 14, 1884",,1884,1884,Oil Painting,Oil Painting,
9513,"""And this it was that made her sad,/ The stile was there but not the lad.""",Painting,Oil,Â£31.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",63,ML 706/20,"Catalogue of exhibits in the Ninth Annual Exhibition of the Royal Art Society of New South Wales, 1888, Sydney",2714,2714,Richard Godfrey,Rivers,Rivers,male,,49,"Royal Art Society of New South Wales Annual Exhibition. 9th, 1888",,1888,1888,Oil Painting,Oil Painting,31.5
3647,"""APPOLLO"", head enlarged from a drawing by L.E. Brunn (crayon drawing)",Drawing,Crayon,,None given,16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",2912,,,Unknown,,,,22,Agricultural Society of New South Wales Exhibition,"Ballarat, Victoria",1873,1873,Crayon Drawing,Crayon Drawing,
3790,"""Arab Prisoners"", after Hodgson, ""The First Snow"", after Otto Weber, ""The Twins"" after Bougaireau, ""Horses and Pigs"", after Herring, ""Game Seller"" after Van Schendal",Painting,,"Prices respectively:  Â£100, Â£70, Â£25 and Â£15.   In the Victorian section.    Section I.","McCulloch, Encyclopedia of Australian Art, 1994",16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",573,573,Mary H,Livingston,Livingston,female,,22,Agricultural Society of New South Wales Exhibition,"18 Napier-street, Fitzroy [Vic]",1873,1873,Painting,Painting,
18046,"""Arcadia"",June 28th",Painting,Oil,For sale: 1 guinea,"McCulloch, Encyclopedia of Australian Art, 1994",99,ML 708.9/M,,2079,2079,Charles Edward,Conder,Conder,male,2079.jpg,42,"9 by 5 Impression Exhibition, Melbourne",,1889,1889,Oil Painting,Oil Painting,
15125,"""Arthur Range"" Tasmania",Painting,Oil,Black and white oils,"Dictionary of Australian Artists, 1992",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",2665,2665,William Charles,Piguenit,Piguenit,male,2665.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Oil Painting,Oil Painting,
12156,"""As the Hot Day Swooned into Afternoon""",Painting,Watercolour,For sale: Â£31.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2318,2318,Albert J,Hanson,Hanson,male,,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Watercolour Painting,Watercolour Painting,31.5
10098,"""At the foot of thy crags, O sea!""",Painting,Oil,For sale: Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2750,2750,Jessie E,Scarvell,Scarvell,female,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Oil Painting,Oil Painting,21
6493,"""Auld Lang Syne"" - explorers, pioneers, early colonists, celebrities of Queensland and Australia",Photograph,,,None given,53,ML 606/Q,"Catalogue of the Queensland Court of the Sydney International Exhibition, 1879. Brisbane, 1879",2912,,,Unknown,,,,90,"Sydney International Exhibition, 1879, Queensland Court",Brisbane,1879,1879,Photograph,Photograph,
14163,"""Auld Lang Syne,"" ""Heads of the People,"" Sydney, 1857",Photograph,,Each figure numbered; a key to the names at back of picture,None given,77,ML 606/S,"Catalogue of the Queensland Court of the International Exhibition, Melbourne, 1880",2912,,,Unknown,,,,87,"Melbourne International Exhibition, Queensland Court",Brisbane,1880,1880,Photograph,Photograph,
6494,"""Auld Lang Syne,"" ""Heads of the People,"" Sydney, 1857",Photograph,,Each figure numbered;  a key to the names at back of the picture,None given,53,ML 606/Q,"Catalogue of the Queensland Court of the Sydney International Exhibition, 1879. Brisbane, 1879",2912,,,Unknown,,,,90,"Sydney International Exhibition, 1879, Queensland Court",Brisbane,1879,1879,Photograph,Photograph,
15326,"""Australia and America in 1892 - a contrast; a pamphlet",Pamphlet,,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1061,1061,Edward,Dowling,Dowling,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Pamphlet,Pamphlet,
3649,"""Autolycus""",Painting,Oil,Exhibits from Academy of Arts.,None given,16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",2912,,,Unknown,,,,22,Agricultural Society of New South Wales Exhibition,,1873,1873,Oil Painting,Oil Painting,
16083,"""Autumn Pasture Richmon, New South Wales.""",Painting,Oil,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2702,2702,David G,Reid,Reid,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Oil Painting,Oil Painting,
15154,"""Autumn Sunshine""",Painting,Watercolour,,A/F,80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1649,1649,R. Burrell,Smith,Smith,,,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
9742,"""Ayah"" (Hindoo Nurse)",Sculpture,,,Indexer's Authority File,52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",1462,1462,Mrs. Josepha,North,North,female,,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Sculpture,Sculpture,
12168,"""Baren Jack Range"", N.S.W.",Painting,Oil,For sale: Â£3.3.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2384,2384,Charles Henry,Hunt,Hunt,male,,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Oil Painting,Oil Painting,3.15
6764,"""Barwon Argus"" newspaper, in various stages of production",Newspaper,,,None given,59,ML 042/P25,"Official catalogue of exhibits in the NSW Court at the Sydney International Exhibition, 1879, Sydney",2912,,,Unknown,,,,81,"Sydney International Exhibition, 1879-80, New South Wales Court",Brewarrina,1879,1879-80,Newspaper,Newspaper,
16092,"""Bathurst Plains from Kelso Churchyard""",Painting,Watercolour,,A/F,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1573,1573,A.C.,Roth,Roth,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Watercolour Painting,Watercolour Painting,
11350,"""Berkshires""",Painting,Oil,Â£1.1.0,"McCulloch, Encyclopedia of Australian Art, 1994",64,ML FM4/8446,"Catalogue of exhibits in the Eighteenth Annual Exhibition of the Royal Art Society of New South Wales, 1897, Sydney",2747,2747,John,Salvana,Salvana,,,26,"Royal Art Society of New South Wales Annual Exhibition. 18th, 1888",,1897,1897,Oil Painting,Oil Painting,1.05
1575,"""Bessy Clarke"", or Pinnanobathac (Kangaroo Head)",Portrait - Photograph,,"Bessy is about 50 years old.   She belongs to the Macquarie Harbour Tribe.  See also Reports and Awards of the Jurors, p. 351.","Mechanical Eye in Australia, photography",10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2912,,,Unknown,,,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",,1866,1866-67,Portrait - Photograph,Portrait - Photograph,
4409,"""Bianca""",Painting,Oil,,"Dictionary of Australian Artists, 1992",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",1068,1068,Chester,Earles,Earles,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Oil Painting,Oil Painting,
4282,"""Big One Corroborree"", a Festival amongst the Australian Blacks",Painting,,,"Dictionary of Australian Artists, 1992",81,ML Ref. PXn 892,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",480,480,Edward,Roper,Roper,male,480.jpg,61,"Burlington Gallery, London. Exhibition of colonial paintings, 1873",,1873,1873,Painting,Painting,
12136,"""Blow, blow thou wintry wind,/Thou art not so unkind/As man's ingratitude"" - King Lear",Painting,Oil,For sale: Â£26.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2241,2241,Albert Henry,Fullwood,Fullwood,male,2241.jpg,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Oil Painting,Oil Painting,26.25
15141,"""Blue Mountain Scenery""",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1523,1523,John Skinner,Prout,Prout,male,1523.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
9548,"""Boat, Oh!""",Painting,Watercolour,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",1931,1931,Edward,Bevan,Bevan,male,1931.jpg,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Watercolour Painting,Watercolour Painting,10.5
11136,"""Boss""",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",61,ML FM4/8446,"Catalogue of exhibits in the Seventeenth Annual Exhibition of the Royal Art Society of New South Wales, 1896",1675,1675,Mary (Junior),Stoddard,Stoddard,female,,27,"Royal Art Society of New South Wales Annual Exhibition. 17th, 1895",,1896,1896,Watercolour Painting,Watercolour Painting,
11747,"""Bottle and Glass""",Painting,Oil,For sale: Â£31.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",66,ML FM4/8446,"Catalogue of exhibits in the Twentieth Annual Exhibition of the Royal Art Society of New South Wales, 1899, Sydney",2062,2062,Alfred R,Coffey,Coffey,male,,20,"Royal Art Society of New South Wales Annual Exhibition. 20th, 1899",,1899,1899,Oil Painting,Oil Painting,31.5
3979,"""Boy"", fancy sketch",Painting,,Copy.  Exhibits from New South Wales Academy of Arts,None given,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",1047,1047,Mrs.,De Lissa,De Lissa,female,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Painting,Painting,
15142,"""Brady's Bay,Tasmania""",Painting,Watercolour,1846,"Dictionary of Australian Artists, 1992",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1523,1523,John Skinner,Prout,Prout,male,1523.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
10685,"""Break! Break! Break! On Thy Cold Grey Stones, O Sea!""",Painting,Oil,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",1039,1039,Alfred James,Daplyn,Daplyn,male,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Oil Painting,Oil Painting,5.25
9224,"""Break, break, break/ On thy cold grey stones, O Sea""",Painting,Oil,For sale: Â£20.0.0,Indexer's Authority File,42,ML 706/20,"Catalogue of exhibits in the Eighth Annual Exhibition of the Royal Art Society of New South Wales, 1887, Sydney",249,249,Blagden,Chambers,Chambers,,,38,"Royal Art Society of New South Wales Annual Exhibition. 8th, 1887",,1887,1887,Oil Painting,Oil Painting,20
15207,"""Brooklyn"" Hawkesbury River",Photograph,,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2619,2619,,"Charles Potter, New South Wales Government Printer","Charles Potter, New South Wales Government Printer",,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Photograph,Photograph,
10730,"""Brother Nicholas""",Painting,Oil,For sale: Â£7.7.0,Indexer's Authority File,60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",385,385,Florence M,Green,Green,,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Oil Painting,Oil Painting,7.35
10114,"""Burn-the-win""",Painting,Watercolour,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2806,2806,David Henry,Souter,Souter,male,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Watercolour Painting,Watercolour Painting,10.5
9564,"""But far and faint a grey-winged form/ Hangs where the wild lights wane"" (Kendall)",Painting,Oil,,"McCulloch, Encyclopedia of Australian Art, 1994",52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",2062,2062,Alfred R,Coffey,Coffey,male,,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Oil Painting,Oil Painting,
11645,"""By Garra's Stream""",Painting,Watercolour,For sale: Â£1.1.0,Indexer's Authority File,65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",353,353,Robert M,Ronald,Ronald,male,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Watercolour Painting,Watercolour Painting,1.05
10429,"""Calm on the Seas, and Silver Sleep,/ And Waves that Sway themselves in Rest""",Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",1665,1665,Alice E,Norton,Norton,female,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,5.25
4749,"""Cape Honeysuckle or Protea Flower""",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",1944,1944,Eliza,Blyth,Blyth,female,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876","Hobart Town, Tasmania",1875,1875,Watercolour Painting,Watercolour Painting,
9816,"""Capucine""",Painting,Oil,For sale: Â£31.10.0,Indexer's Authority File,52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",246,246,Ethel Anna,Stephens,Stephens,female,,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Oil Painting,Oil Painting,31.5
11943,"""Cascades"" Styx River, New England",Painting,Watercolour,Â£7.7.0,ANG authority file,66,ML FM4/8446,"Catalogue of exhibits in the Twentieth Annual Exhibition of the Royal Art Society of New South Wales, 1899, Sydney",353,353,Robert M,Ronald,Ronald,male,,20,"Royal Art Society of New South Wales Annual Exhibition. 20th, 1899",,1899,1899,Watercolour Painting,Watercolour Painting,7.35
