id,firstName,lastName,worksTotal,gender,image,imageUrl,wikipediaUrl,notes,thumbnailFile,wikiDataId
35,Mary,Tomkins,8,female,,,,,,
543,A  Roberto,Pullin,8,,,,,,,
2948,J R,Williams,8,,,,,,,
1454,J Herkis Hume,Nisbett,8,,,,,,,
2527,Georgiana Huntly,McCrae,8,female,,,,,,
2612,Richard (P?),Noble,8,male,,,,,,
786,John Corker Vigers,Symons,8,male,,,,,,
2485,Daniel Rutter,Long,8,male,,,,,,
2390,,Hyndman & Bates,8,,,,,,,
303,Adelaide Eliza,Ironside,8,,,,,,,
328,Charles Vernon,Wilson,8,male,,,,,,
2054,Samuel,Clifford,8,male,,,,,,
330,E Goodwyn,Lewis,8,,,,,,,
2691,John,Rae,8,male,,,,,,
1873,Morton,Allport,8,,,,,,,
2831,,Surveyor-General,8,,,,,,,
2427,,"Johnstone, O'Shannessy & Co.",8,,,,,,,
570,A R,Pullen,8,,,,,,,
2030,Thomas Evans,Chapman,8,male,,,,,,
1944,Eliza,Blyth,7,female,,,,,,
2442,William A,Ker,7,male,,,,,,
362,Alison,Vivian,7,female,,,,,,
53,William,Ridley,7,male,,,,,,
2836,Samuel White,Sweet,7,male,,,,,,
762,Miss Emily R,Goddard,7,female,,,,,,
202,George O,Twentyman,7,male,,,,,,
1084,Jessie Laver,Evans,7,,,,,,,
759,Henry W,Macready,7,male,,,,,,
1912,Arthur Wakefield,Basset,7,male,,,,,,
320,Miss E.H.,Ritchie,7,female,,,,,,
2578,Blanche,Murphy,7,female,,,,,,
529,Frederick,Straw,7,,,,,,,
2019,Edwin,Bryant,7,male,,,,,,
2288,Mrs E. Goodwin,Green,7,female,,,,,,
746,Mary,Craig,7,female,,,,,,
559,Antonio,Perugia,7,male,,,,,,
2864,Alfred,Tischbauer,7,male,,,,,,
748,George,Haughton,7,male,,,,,,
2090,Margaret J,Coulter,7,female,,,,,,
212,Eliza,Thurston,7,female,,,,,,
2224,Emanuel Phillips,Fox,7,male,,,,,,
1173,Miss Victoria,Hall,7,female,,,,,,
2463,William,Landsborough,7,male,,,,,,
367,Ada E,Cooper,7,female,,,,,,
558,Thomas,Gaunt,7,male,,,,,,
1597,August,Saupe,7,,,,,,,
833,James Henry,Anderson,7,male,,,,,,
141,Miss Juliet,Elderton,7,female,,,,,,
287,John F,Hennessy,7,male,,,,,,
2843,George Augustine,Taylor,7,male,,,,,,
1725,Mrs.,Vaillant,7,female,,,,,,
1708,John Hall (Hal),Thorpe,7,male,,,,,,
310,H.,Davis,7,,,,,,,
361,P,Van der Velden,7,,,,,,,
534,Septimus R.,Tucker,7,male,,,,,,
2649,Pietro,Pedroncinni,7,male,,,,,,
2431,John Llewelyn,Jones,7,male,,,,,,
223,John Lamb,Lyon,7,male,,,,,,
2617,Charles,Norton,7,male,,,,,,
182,M,Hannaford,7,male,,,,,,
1624,John,Sharkey,7,male,,,,,,
2038,Mrs. Major Steadman,Christie,7,female,,,,,,
2821,Ernest Decimus,Stocks,7,male,,,,,,
2719,Thomas,Robertson,7,male,,,,,,
289,Mrs. J A,Hely,7,female,,,,,,
2220,Frederick,Fowler,7,male,,,,,,
429,Miss,Stephen,7,female,,,,,,
2088,Frederick K,Cornell,7,male,,,,,,
1913,,Batchelder & Co.,7,,,,,,,
2065,Lizzie,Cole,7,female,,,,,,
1916,Elizabeth,Bath,7,female,,,,,,
566,Miss,Harvey,7,female,,,,,,
2806,David Henry,Souter,6,male,,,,,,
358,Mrs. C W,Smith,6,female,,,,,,
680,George Adolphus,Thomas,6,male,,,,,,
2738,Anthony Dattilo,Rubbo,6,male,,,,,,
597,,"Lyon, Cottier & Co.",6,female,,,,,,
2351,William,Hetzer,6,male,,,,,,
1914,,Batchelder & O'Neill,6,,,,,,,
2914,Alexander James,Webb,6,male,,,,,,
2149,Thomas L,Dodd,6,male,,,,,,
1862,Albert Edward,Aldis,6,male,,,,,,
248,S,Sedgfield,6,male,,,,,,
1879,Mrs. W J,Anderson,6,female,,,,,,
2307,Nikolai (Nicholas) Francois,Habbe,6,male,,,,,,
2435,Carl,Kahler,6,male,,,,,,
2833,John,Sutherland,6,male,,,,,,
2356,Samuel Prout,Hill,6,male,,,,,,
2455,Fred,Kneebone,6,male,,,,,,
294,Miss Jessie,Bowkett,6,female,,,,,,
1350,Campbell,McKellar,6,male,,,,,,
2375,Richard Henry,Home,6,male,,,,,,
726,M A,Campbell,6,male,,,,,,
2505,Gother Victor Fryers,Mann,6,male,,,,,,
2478,John William,Lindt,6,male,,,,,2478.jpg,Q12025804
2548,Elizabeth C,Miller,6,female,,,,,,
2365,Patrick Joseph,Hogan,6,male,,,,,,
2751,Frederic B,Schell,6,male,,,,,,
336,Kate,Earle,6,female,,,,,,
269,Mrs. H A,Foott,6,female,,,,,,
2497,James Simpson,Mackennal,6,male,,,,,,
2003,Alfred Scott,Broad,6,male,,,,,,
2495,Mrs E.F.,Mackay,6,female,,,,,,
1847,Rita C.,Adderley,6,female,,,,,,
702,William A,Moir,6,male,,,,,,
2927,James S,White,6,male,,,,,,
2388,Francis Frederick,Hutton,6,,,,,,,
2643,C J,Patison,6,male,,,,,,
233,Mrs. P,Phillips,6,female,,,,,,
117,John Horbury,Hunt,6,male,,,,,,
2273,Phillip W,Goatcher,6,male,,,,,,
539,Alfred,Beere,6,male,,,,,,
277,Miss Emily,Maze,6,female,,,,,,
2360,Fortescue,Hitchins,6,female,,,,,,
1906,William H,Bardwell,6,male,,,,,,
32,Charles,Whitley,6,male,,,,,,
1579,Edward,Rumsey,6,male,,,,,,
1521,Emmeline,Pritchard,6,female,,,,,,
44,T W,Ferris,6,male,,,,,,
1229,Mrs. C,Hodgson,6,female,,,,,,
1066,Frank,Dunnett,6,male,,,,,,
91,Charles,Boyd,6,male,,,,,,
237,Miss,Vinter,6,female,,,,,,
2136,Joseph Tracton,Dennis,6,male,,,,,,
1958,,Bowman,6,,,,,,,
1953,John,Botterill,6,male,,,,,,
254,George W Thomas,Chambers,6,male,,,,,,
686,Nicholas,Shiels,6,male,,,,,,
267,William H,Hannam,6,male,,,,,,
2667,Henry Stow,Pincott,6,male,,,,,,
2355,Thomas Adams,Hill,6,male,,,,,,
640,W A,Clarson,6,,,,,,,
428,Miss,Andrew,6,female,,,,,,
2631,Isobel,Oldham,6,female,,,,,,
1462,Mrs. Josepha,North,5,female,,,,,,
465,W B,McIntosh,5,,,,,,,
2293,George Frederick,Gregory,5,male,,,,,,
8,John,Wainwright,5,male,,,,,,
354,Mary,Will-Slade,5,female,,,,,,
99,J H B and C E,Walch and Sons,5,male,,,,,,
845,Henry,Apperly,5,male,,,,,,
49,Joseph P,Boyd,5,male,,,,,,
410,,Evans and Sommerton,5,,,,,,,
2114,George A,Daniel,5,male,,,,,,
647,Mrs. Louise,Stone,5,female,,,,,,
796,Agnes  (Miss),Littlejohn,5,female,,,,,,
372,Ralph H.,Bayley,5,male,,,,,,
2374,Francis Rawdon Chesney,Hopkins,5,,,,,,,
457,R,Nunweek,5,female,,,,,,
571,Miss,Hutton,5,female,,,,,,
236,Caroline J,Palmer,5,female,,,,,,
461,Isabel,Niven,5,female,,,,,,
1997,R D,Carey,5,female,,,,,,
268,Tremayne,Lark,5,male,,,,,,
1759,Miss Anne,Waugh,5,female,,,,,,
4,M A C,Bray,5,male,,,,,,
1002,George James,Coates,5,male,,,,,,
348,A G,Plate,5,male,,,,,,
700,Miss Clyda,Newman,5,female,,,,,,
2177,W,Ewart,5,,,,,,,
2073,Beatrice,Colquhoun,5,female,,,,,,
2727,Charles,Rodius,5,male,,,,,2727.jpg,Q20022086
2328,Elinor Henderson,Harrison,5,female,,,,,,
548,Marc,Lucas,5,male,,,,,,
402,,Sands and Kenny,5,female,,,,,,
316,Benjamin,Brain,5,male,,,,,,
805,Miss A C ,Hayley,5,female,,,,,,
2609,Frederick John,Nixon,5,male,,,,,,
2628,John,O'Flanagan,5,male,,,,,,
1730,Charles,Vickers,5,male,,,,,,
142,William,Wright,5,male,,,,,,
157,,McAlpine,5,,,,,,,
637,Mrs.,Gowan,5,female,,,,,,
1878,Mrs Theodore,Anderson,5,female,,,,,,
596,Mrs. Hugh,Hull,5,female,,,,,,
2210,Mrs.,Ford,5,female,,,,,,
2084,Albert Charles,Cooke,5,male,,,,,,
2476,Arthur J,Liddington,5,male,,,,,,
2761,Constance J,Seager,5,female,,,,,,
86,Robert Main,Abbott,5,male,,,,,,
281,George H,Barrow,5,male,,,,,,
2181,J J,Fallon,5,,,,,,,
2911,Harry,Waugh,5,male,,,,,,
2516,William,Mather,5,male,,,,,,
2429,William Lorando,Jones,5,male,,,,,,
2182,Roger Eykyn,Falls,5,male,,,,,,
2178,Gladstone,Eyre,5,,,,,,,
2803,John,Sommers,5,male,,,,,,
1533,E P,Ramsay,5,,,,,,,
458,G P,Morrison,5,,,,,,,
631,M K,Kreitmeyer,5,,,,,,,
1984,,Butler and Ussher,5,,,,,,,
2913,Charles,Webb,5,male,,,,,,
2345,John,Hennings,5,male,,,,,,
1057,Sylvester,Diggles,5,male,,,,,,
2414,Robert,Jenkins,5,male,,,,,,
1637,Charles H,Slatyer,5,male,,,,,,
240,Miss L,Zahel,5,female,,,,,,
661,Flora,Ross,5,female,,,,,,
562,John,Paterson,5,male,,,,,,
2337,Lucy,Havens,5,female,,,,,,
2642,,Paterson Brothers,5,,,,,,,
10,H.,Bruhn,5,,,,,,,
302,Albert and Charles R.,Purchas and Swyer,5,male,,,,,,
126,S.T. and Co.,Leigh,5,female,,,,,,
2183,Charles,Fanning,5,male,,,,,,
2811,Jean,Spong,5,male,,,,,,
731,Francis Wilson,Niven,5,,,,,,,
2068,Arthur and George,Collingridge,5,male,,,,,,
2885,Julie Elizabeth Agnes,Vieusseux,5,female,,,,,,
560,E n,Gerard,5,,,,,,,
2441,,Kennedy and Lowry,5,,,,,,,
2654,George William,Perry,5,male,,,,,,
313,E.V. (Miss),Adams,5,female,,,,,,
618,K.M.  (Miss),Lenthal,5,female,,,,,,
627,Mrs. Thomas,Veitch,5,female,,,,,,
2835,Julia G,Swan,5,female,,,,,,
2194,James D,Fillans,5,male,,,,,,
2120,Letitia,Davidson,5,female,,,,,,
1929,John,Bennett,5,male,,,,,,
2765,Henry A,Severn,5,male,,,,,,
123,,Sands & McDougall,5,female,,,,,,
2279,Edmund,Gouldsmith,5,male,,,,,,
719,Ernst A,Altmann,5,male,,,,,,
2852,Elizabeth,Testar,5,female,,,,,,
2817,George Milner,Stephen,5,male,,,,,,
516,H C ,Woollett,5,female,,,,,,
466,James,Macbeth,5,male,,,,,,
2949,Elizabeth Sarah (Lillie),Williamson,5,female,,,,,,
1115,W F S,Fox,5,,,,,,,
2915,George Alfred John,Webb,5,male,,,,,,
1861,E m,Airey,5,female,,,,,,
872,J,Balfour,5,male,,,,,,
2944,,Williams,5,,,,,,,
135,,"Ferguson, Urie and Lyon",5,,,,,,,
542,Florence E,Parsons,5,,,,,,,
757,Fanny,Overman,4,female,,,,,,
905,Clement B W,Blackman,4,male,,,,,,
1047,Mrs.,De Lissa,4,female,,,,,,
980,H.,Chambers,4,female,,,,,,
537,Auguste,Lorenzini,4,male,,,,,,
601,Hugh M,Hull,4,male,,,,,,
369,Margaret,Adkins,4,female,,,,,,
363,Miss Amy,Vale,4,female,,,,,,
2018,Charles David Jones,Bryant,4,male,,,,,,
2214,Haughton,Forrest,4,,,,,,,
2093,Theodora Esther,Cowan,4,female,,,,,,
1915,Edward La Trobe,Bateman,4,male,,,,,,
579,George John,Freeman,4,male,,,,,,
396,Henry J,Steiner,4,male,,,,,,
394,William Evans Dutton,Stuart,4,male,,,,,,
826,Oswald,Allen,4,male,,,,,,
143,William Henry,Usher,4,male,,,,,,
636,L J,Marsh,4,,,,,,,
1346,Mrs. L,McIlwaine,4,female,,,,,,
456,E.V. (Miss),Tyndall,4,female,,,,,,
2962,F H,Worthy,4,female,,,,,,
265,Parnell W.,Johnson,4,male,,,,,,
2267,E,Girardin,4,female,,,,,,
2299,William,Griffith,4,male,,,,,,
2525,Robert,McClelland,4,male,,,,,,
2599,Thomas Agar,Newall,4,male,,,,,,
1910,Marion,Barrett,4,female,,,,,,
2904,Mrs. Ralph,Ward,4,female,,,,,,
666,P W,Marony,4,female,,,,,,
447,William Francis,Hughes,4,male,,,,,,
2689,William,Pybus,4,male,,,,,,
467,Robert,Lightbody,4,male,,,,,,
136,John,Falconer,4,male,,,,,,
684,Miss Alice,Wright,4,female,,,,,,
2559,Frederick,Monteath,4,male,,,,,,
1324,Caroline,Lomer,4,female,,,,,,
319,W B ,Jones,4,,,,,,,
341,Ada,Cherry,4,female,,,,,,
284,E J,Deane,4,female,,,,,,
173,Miss L,Moore,4,female,,,,,,
633,Charlotte,McDonall,4,female,,,,,,
1027,,Crouch & Wilson,4,,,,,,,
2229,Peter Gordon,Fraser,4,male,,,,,,
243,Mattie,Wearne,4,,,,,,,
958,William,Calvert,4,male,,,,,,
2148,Joseph,Docker,4,male,,,,,,
617,Miss,Levien,4,female,,,,,,
761,Elsie J,Allen,4,female,,,,,,
2326,Percy,Harrison,4,male,,,,,,
1987,James Erskine,Calder,4,male,,,,,,
1737,William Sheridan,Wall,4,male,,,,,,
406,,Walsh & Sons,4,,,,,,,
2683,Jane R,Price,4,female,,,,,,
2359,Sophia,Hitchins,4,female,,,,,,
679,Lily,Carter,4,female,,,,,,
296,Arthur,Greenwood,4,male,,,,,,
1157,Miss E,Govett,4,female,,,,,,
472,Lena M.,Oakes,4,female,,,,,,
2255,William Menzies,Gibb,4,male,,,,,,
2101,T E,Crouch,4,male,,,,,,
2004,John,Brockett,4,male,,,,,,
563,Samuel,Griffiths,4,male,,,,,,
2788,R E,Sloan,4,female,,,,,,
2963,Thomas J J,Wyatt,4,male,,,,,,
1190,Norman,Hardy,4,male,,,,,,
455,Ellen,Trickett,4,female,,,,,,
2956,C E,Winn,4,male,,,,,,
1556,,Ritchie,4,,,,,,,
2472,,Leslie,4,,,,,,,
2756,,Scott,4,,,,,,,
2681,George Frederick,Price,4,male,,,,,,
2001,Charles Hubert de,Castella,4,male,,,,,,
2580,John,Murphy,4,male,,,,,,
2413,Joseph,Jefferson,4,male,,,,,,
1278,Richard george Howard,Joseland,4,male,,,,,,
1949,Charles,Bonnefin,4,male,,,,,,
783,,Kethel and Peddle,4,female,,,,,,
2185,James,Fawcett,4,male,,,,,,
311,Leonard,Terry,4,male,,,,,,
2179,William C,Faed,4,male,,,,,,
727,Emile,Ulm,4,male,,,,,,
459,James & Co.,Murray,4,male,,,,,,
804,John H,Hodgson,4,male,,,,,,
2124,J,Davies,4,male,,,,,,
2825,Charles,Strelein,4,male,,,,,,
2043,Elizabeth C,Clark,4,female,,,,,,
2286,Charles,Gray,4,male,,,,,,
2892,George,Walker,4,male,,,,,,
2087,Carl,Cordts,4,male,,,,,,
1430,,Muller,4,,,,,,,
463,Alice Maud  (Miss),Lazarus,4,female,,,,,,
734,Evan,Jones,4,male,,,,,,
2746,Douglas G,Salier,4,male,,,,,,
750,George H (Junior),Harvey,4,male,,,,,,
1970,Knud Geelmuyden,Bull,4,male,,,,,,
2753,Jan Hendrik,Scheltema,4,male,,,,,,
2417,Barnett,Johnson,4,male,,,,,,
438,William,Kerr,4,male,,,,,,
183,E,Bartley,4,female,,,,,,
170,T,Warner,4,male,,,,,,
682,R M Seymour,Wells,4,female,,,,,,
2861,R F,Thwaites,4,female,,,,,,
1080,,Ellis & Slatyer,4,,,,,,,
1413,Jacob Isaac Levi,Montefiore,4,male,,,,,,
2933,E,Wigmore,4,female,,,,,,
1228,Miss M M,Hobson,4,female,,,,,,
670,N,Bartley,4,male,,,,,,
259,Miss Laura E,Hogg,4,female,,,,,,
1621,A.R.C.,Selwyn,4,female,,,,,,
2953,William Pitt,Wilshire,4,male,,,,,,
1567,Francis Whitfield,Robinson,4,,,,,,,
273,P W,Moroney,4,female,,,,,,
504,Miss,Gaggin,4,female,,,,,,
1674,Edith E J,Stoddard,4,female,,,,,,
2317,Stewart,Handasyde,4,male,,,,,,
1431,Miss A,Murray,4,female,,,,,,
2799,Amelia,Solly,4,female,,,,,,
794,J O,Burgess,4,male,,,,,,
1851,George A,Appleton,4,male,,,,,,
1951,Marian,Booth,4,female,,,,,,
2957,Alfred,Winter,4,male,,,,,,
508,Miss Rosamonde,Scott,4,female,,,,,,
1857,Thomas Turner,a'Beckett,4,male,,,,,,
1106,Sarah Anne,Fogg,4,female,,,,,,
663,F,Salwey,4,female,,,,,,
1988,John,Calder,4,male,,,,,,
2766,John Mathieson,Sharp,4,male,,,,,,
62,,Brush & MacDonnell,4,female,,,,,,
1117,Miss A,Fraser,4,female,,,,,,
2614,Harriet Anne,Norman,4,female,,,,,,
569,Mrs. Capt.,Price,4,female,,,,,,
420,Miss,Thorpe,4,female,,,,,,
2574,Alice E,Morton,3,female,,,,,,
2450,Philip Gidley,King,3,male,,,,,,
871,Clare,Banning,3,female,,,,,,
371,Margaret,Flockton,3,female,,,,,,
1035,Mr.,Cutter,3,female,,,,,,
753,George W,Hadfield,3,male,,,,,,
2348,Agnes Barbara,Henty,3,female,,,,,,
2839,,Sydney Mail Artist,3,,,,,,,
408,C L,Bernicke,3,male,,,,,,
2107,Richard,Daintree,3,male,,,,,,
2234,,Freeman Bros & Prout,3,,,,,,,
125,Thomas,Stevenson,3,male,,,,,,
247,Matilda,Sommerville,3,female,,,,,,
370,Miss D M,Ellerman,3,female,,,,,,
2297,Louis,Grier,3,male,,,,,,
2324,Mrs. R,Harrison,3,female,,,,,,
487,mrs. M E,Drewett,3,female,,,,,,
1239,Livingston,Hopkins,3,male,,,,,,
2958,James,Wise,3,male,,,,,,
500,W W,Hoare,3,,,,,,,
616,Cyril J,Murphy,3,male,,,,,,
1830,Charles S,Bennett,3,male,,,,,,
2604,Ethel Maude,Nicholls,3,female,,,,,,
2271,Henry Heath Junior,Glover,3,male,,,,,,
2061,J,Coene,3,male,,,,,,
2209,Giovanni,Fontana,3,male,,,,,,
2095,Lionel,Cowen,3,male,,,,,,
2083,David,Cook,3,male,,,,,,
40,Mrs.,Woolley,3,female,,,,,,
2886,William Joseph,Wadham,3,male,,,,,,
347,Miss C,Scott,3,female,,,,,,
365,A W,Tyrer,3,male,,,,,,
615,Florence,Ross,3,female,,,,,,
847,,Arnall & Jackson,3,,,,,,,
1841,William M,Campbell,3,male,,,,,,
632,J K,Bull,3,male,,,,,,
1880,Robert,Anderson,3,male,,,,,,
2457,Johann Ludwig (Louis) Gerard,Krefft,3,male,,,,,,
1102,Margaret,Fleming,3,female,,,,,,
2900,Carl (Charles),Walter,3,male,,,,,,
1924,Mrs.,Beddon,3,female,,,,,,
56,Nathan,Wellam,3,male,,,,,,
2060,R Sydney,Cocks,3,female,,,,,,
2647,George Henry,Peck,3,male,,,,,,
373,Arthur,Barlow,3,male,,,,,,
1946,P,Boardman,3,female,,,,,,
2026,Miss,Champ,3,female,,,,,,
2401,Mrs. E H,Irving,3,female,,,,,,
1927,Ann Maria,Benham,3,female,,,,,,
2503,Frank Prout,Mahony,3,male,,,,,,
2056,Alfred,Clint,3,male,,,,,,
1896,Theo,Bahr,3,male,,,,,,
1562,M G.,Roberts,3,male,,,,,,
713,Mrs.,Monah,3,female,,,,,,
674,Miss H P,Fitzgerald,3,female,,,,,,
2768,Alfred,Sharpe,3,male,,,,,,
659,Wilhelm,Heunert,3,male,,,,,,
2579,J,Murphy,3,male,,,,,,
61,Jacob Richard,Clarke,3,male,,,,,,
50,James,Waugh,3,male,,,,,,
1509,,Picturesque Atlas Publishing Co.Ltd.,3,,,,,,,
54,G H,Rees,3,female,,,,,,
137,Robert,Dennis,3,male,,,,,,
2325,Birge,Harrison,3,,,,,,,
1971,Blanche,Bull,3,female,,,,,,
2402,J,Irwin,3,male,,,,,,
58,Herman,Finckh and Bockemann,3,male,,,,,,
1764,Mrs.,Weiss,3,female,,,,,,
2334,Henry,Harvey,3,male,,,,,,
17,Conrad,Erichsen,3,male,,,,,,
2109,,Dakden,3,,,,,,,
2943,,William Davies and Co.,3,,,,,,,
1208,Effie M,Hawley,3,female,,,,,,
2176,Alfred William,Eustace,3,male,,,,,,
393,Mr.,Stumbuco,3,female,,,,,,
1950,H.Power Le Poer,Bookey,3,,,,,,,
2323,George Henry,Harlow,3,male,,,,,,
1964,,Branwhite,3,,,,,,,
808,Miss Louise,Hunt,3,female,,,,,,
220,W J,Turner,3,,,,,,,
2942,George,Willett,3,male,,,,,,
554,Miss,Hughes,3,female,,,,,,
2733,George,Rowe,3,male,,,,,,
1536,F,Ratte,3,female,,,,,,
2950,Mort,Willis,3,male,,,,,,
2560,William,Montgomery,3,male,,,,,,
580,W,Scott,3,,,,,,,
1663,Mary,Hindmarsh,3,female,,,,,,
2171,John,Elder,3,male,,,,,,
1178,,Hamel and Fergusson,3,,,,,,,
2170,Bernice,Edmunds,3,female,,,,,,
1334,Miss Grace A,Ludowici,3,female,,,,,,
2668,Mrs.,Pirani,3,female,,,,,,
685,Edith J,Sproule,3,female,,,,,,
2217,Charles William,Foster,3,male,,,,,,
473,C,Ford,3,male,,,,,,
2883,,Various artists,3,,,,,,,
57,,Flavelle Brothers,3,,,,,,,
2269,Thomas Skelton,Glaister,3,male,,,,,,
2292,Maximillian William,Greenfeld,3,male,,,,,,
378,C,Smith,3,male,,,,,,
540,Edith,Cook,3,female,,,,,,
204,John,Ferres,3,male,,,,,,
471,Edith E. (Miss),Oakey,3,female,,,,,,
2085,E,Coombes,3,female,,,,,,
2282,James,Gow,3,male,,,,,,
2216,Miss,Forsyth,3,female,,,,,,
1029,W,Cruickshank,3,,,,,,,
1813,William S,Woollett,3,male,,,,,,
160,J M,Stanley,3,male,,,,,,
2729,Robert R,Rogers,3,male,,,,,,
2837,Charles R,Swyer,3,male,,,,,,
2558,T S,Monkhouse,3,male,,,,,,
1501,James,Peddle,3,male,,,,,,
88,,Blundell & Ford,3,female,,,,,,
116,Charles E,Mayes,3,male,,,,,,
593,George Raymond,Johnson,3,male,,,,,,
660,W F,Seymour,3,,,,,,,
2393,George Kilgour,Illingworth,3,male,,,,,,
526,Miss,Smyth,3,female,,,,,,
706,Miss Maud,Brownlow,3,female,,,,,,
2889,Thomas Griffith,Wainewright,3,male,,,,,,
2410,Jacob,J.C.C.,3,male,,,,,,
423,Buxton,Sturtevant,3,male,,,,,,
104,,"Walker, May and Co.",3,female,,,,,,
2718,,Roberts,3,,,,,,,
2841,W B,Tappin,3,,,,,,,
2368,Edward Joseph,Hollingdale,3,male,,,,,,
2662,Charles Percy,Pickering,3,male,,,,,,
2367,Maria,Holgate,3,female,,,,,,
1982,Rose,Butler,3,female,,,,,,
814,James Hazel,Adamson,3,male,,,,,,
600,F,Shaw,3,female,,,,,,
426,E,Simson,3,female,,,,,,
2844,Norman,Taylor,3,male,,,,,,
639,L T,Marsh,3,,,,,,,
2112,Edward,Dalton,3,male,,,,,,
2671,Jenner,Plomley,3,male,,,,,,
65,Lewis,Moss,3,male,,,,,,
766,Miss Lucy M B,Quaife,3,female,,,,,,
2692,Mrs.,Rankin,3,female,,,,,,
1799,,Winston and Co.,3,,,,,,,
721,Theo,Murcott,3,male,,,,,,
491,Miss H,Cooke,3,female,,,,,,
2378,W H,Howes,3,,,,,,,
317,Henry F,Reilly,3,male,,,,,,
1108,E,Follet,3,female,,,,,,
179,Mrs. H,Bull,3,female,,,,,,
2595,Carl,Nelson,3,male,,,,,,
1885,John Charles (Carlo),Asselin,3,male,,,,,,
527,James J H,Staples,3,male,,,,,,
115,William Edward,Toose,3,male,,,,,,
2679,Laura,Praeger,3,female,,,,,,
2391,Nelson,Illingworth,3,male,,,,,,
704,Miss Marian,Clarke,3,female,,,,,,
481,C W,Kennedy,3,male,,,,,,
1870,Henry Curzon,Allport,3,male,,,,,,
1954,Bessie,Boultbee,3,female,,,,,,
2039,,Christmas,3,,,,,,,
1448,A,Nibbs,3,male,,,,,,
112,Hippolyte Felix Ferdinand,Delarue,3,female,,,,,,
2895,Mary A.,Walker,3,female,,,,,,
863,W,Baillie,3,,,,,,,
2196,Dr. Carl,Fischer,3,female,,,,,,
489,James Xavier,Coutts,3,male,,,,,,
2131,Charles Hubert,de Castella,3,male,,,,,,
2554,L C,Mitchell,3,,,,,,,
171,R,Wilson,3,female,,,,,,
2651,Thomas,Peerless,3,male,,,,,,
1848,Guilio,Anivitti,3,male,,,,,,
650,Mrs. Sierlah,Nathan,3,female,,,,,,
479,Ambrose,Freeman,3,male,,,,,,
1780,Jessy Ada,Wildman,3,male,,,,,,
1875,John,Anderson,3,male,,,,,,
146,James C,Fussell,3,male,,,,,,
552,Miss,Gilhooley,3,female,,,,,,
1622,Therese,Seton,3,female,,,,,,
291,Miss Belinda,Lee,3,female,,,,,,
669,Stanley H,Uther,3,male,,,,,,
2725,Thomas,Robinson,3,male,,,,,,
800,Maggie J,Coulter,3,female,,,,,,
46,Henri,Niau,3,male,,,,,,
668,Miss G,Poole,3,female,,,,,,
881,C,Bates,3,male,,,,,,
2167,Miss,Eaton,3,female,,,,,,
449,Miss R A,Stewart,3,female,,,,,,
2126,W J,Davis,3,,,,,,,
2680,Henry,Press,3,male,,,,,,
506,George,Smith,3,male,,,,,,
610,J,Moore,3,male,,,,,,
286,A S,Huntley,3,male,,,,,,
359,Miss,Gether,3,female,,,,,,
2321,G M,Hardess,3,female,,,,,,
343,S,Coates,3,male,,,,,,
2342,Henry Heylyn,Hayter,3,male,,,,,,
2608,Francis Russell,Nixon,3,,,,,,,
2925,Charles B,Wherrett,3,male,,,,,,
2244,Francis Peter (Frank),Gale,3,,,,,,,
2353,Charles,Hewitt,3,male,,,,,,
1952,M J,Boswell,3,male,,,,,,
6,J,Griffiths,3,male,,,,,,
111,John Joseph,Davey,3,male,,,,,,
2184,J.P.,Farley,3,female,,,,,,
2020,Robert William,Bugg,3,male,,,,,,
524,Andrew,Hamilton,3,male,,,,,,
2277,William,Gould,3,male,,,,,,
2302,Frederick,Grosse,3,male,,,,,,
688,Mrs. N,Simmons,3,female,,,,,,
2796,John,Smith,3,male,,,,,,
1983,Ada Francis,Butler,3,female,,,,,,
634,Mrs. A P,Wood,3,female,,,,,,
2793,James,Smith,3,male,,,,,,
495,S W,McGowan,3,male,,,,,,
2716,John Rider,Roberts,3,male,,,,,,
828,V F P,Allen,2,male,,,,,,
318,Miss M A ,Phillips,2,female,,,,,,
158,W,Kemble,2,,,,,,,
903,Margaret M,Black,2,female,,,,,,
1048,E F,Dease,2,female,,,,,,
181,Miss,Bacon,2,female,,,,,,
2682,Thomas,Price,2,male,,,,,,
1632,Mrs. Lillian,Sherman,2,female,,,,,,
149,Thomas,Rowe,2,male,,,,,,
1074,Heiner,Egersdorfer,2,male,,,,,,
1155,John,Gould,2,male,,,,,,
1682,Frederick,Strange,2,male,,,,,,
165,Mrs. Augustus,Dillon,2,female,,,,,,
784,H G,Hills,2,female,,,,,,
2156,A M,Drake,2,male,,,,,,
825,John,Allan,2,male,,,,,,
952,Miss,Burrows,2,female,,,,,,
452,T E,Rodda,2,male,,,,,,
1980,Mary M,Burton,2,female,,,,,,
333,Miss S M,Tayler,2,female,,,,,,
45,M L,Lyons,2,male,,,,,,
200,Thomas,Thomas,2,male,,,,,,
999,Miss N D,Cleeve,2,female,,,,,,
1545,Marian,Rennick,2,female,,,,,,
2298,Jane L,Griffin,2,female,,,,,,
1959,Emily Stuart,Bowring,2,female,,,,,,
717,Mary Jane,Gourlay,2,female,,,,,,
655,Mrs. J,Edwards,2,female,,,,,,
355,R,Riches,2,,,,,,,
2534,A S,McGregor,2,,,,,,,
2456,William,Knight,2,male,,,,,,
2866,F B,Tompkins,2,female,,,,,,
1496,Anne,Paulson,2,female,,,,,,
